category,path,line,excerpt,classification
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,115,,manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,117,assert len(segments) == 2,manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,118,"assert attempts[0][""mode""] == ""dependency_preserving""",manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,119,assert received[1] is first_final,manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,128,"assert rows[0][""value""] == """"",manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,129,"assert rows[1][""value""] == """"",manual_review
assert runtime validation,tests/test_flowstar_benchmark_diagnostics.py,130,"assert float(rows[2][""value""]) == 1.25",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,25,"assert header.startswith(b""\x89PNG\r\n\x1a\n""), path",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,31,assert path.exists(),manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,33,"assert data[""ode""][""x""] == ""y""",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,34,"assert data[""ode""][""y""] == ""(1 - x^2) * y - x""",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,35,"assert data[""initial_set""][""x""] == [1.1, 1.4]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,36,"assert data[""initial_set""][""y""] == [2.35, 2.45]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,37,"assert data[""time_horizon""] == 10.0",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,38,"assert data[""step_policy""] == ""adaptive""",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,39,"assert data[""step_min""] == 0.002",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,40,"assert data[""step_max""] == 0.1",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,41,"assert data[""taylor_order""] == 4",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,47,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,49,assert width > 100 and height > 100,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,54,assert cpp.exists(),manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,56,"assert '#include ""Continuous.h""' in text",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,57,"assert ""ode.reach("" in text",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,58,"assert ""setAdaptiveStepsize"" in text",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,59,"assert ""setFixedStepsize"" in text",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,60,"assert ""-lflowstar"" in text",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,62,"assert '""-lflowstar""' in runner",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,73,assert set(header) >= {,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,87,assert rows,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,89,"assert float(row[""width_x""]) >= 0.0",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,90,"assert float(row[""width_y""]) >= 0.0",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,91,"assert float(row[""width_sum""]) >= 0.0",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,96,assert set(header) >= {,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,122,assert set(by_tool) == {,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,128,"assert by_tool[""original_flowstar""][""original_flowstar_wall_run_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,129,"assert by_tool[""generated_flowstar""][""generated_flowstar_internal_reach_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,130,"assert by_tool[""generated_flowstar""][""generated_flowstar_compile_wall_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,131,"assert by_tool[""generated_flowstar""][""generated_flowstar_run_wall_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,132,"assert by_tool[""torch_tm_range_only""][""torch_runtime_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,133,"assert by_tool[""torch_tm_dependency_preserving""][""torch_runtime_s""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,140,"assert row[""endpoint_box_available""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,141,"assert ""endpoint"" not in row[""box_source""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,146,assert set(header) >= {,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,159,"assert row[""failed_segment_index""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,160,"assert row[""failed_segment_t_lo""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,161,"assert row[""failed_segment_t_hi""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,162,"assert row[""failure_reason""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,163,"assert float(row[""last_validated_t""]) < float(row[""last_attempted_t""])",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,164,"assert float(row[""failed_segment_t_hi""]) == float(row[""last_attempted_t""])",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,165,"assert int(row[""validated_segments""]) < int(row[""num_segments""])",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,167,"assert row[""last_validated_t""] == row[""last_reached_t""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,168,"assert row[""last_attempted_t""] == row[""last_reached_t""]",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,176,assert spec and spec.loader,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,211,,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,213,assert len(rows) == 2,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,214,assert received[1] is first_final,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,234,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,235,assert path.stat().st_size > 0,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,237,assert width > 100 and height > 100,manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,248,"assert b""\r"" not in data",manual_review
assert runtime validation,tests/test_flowstar_benchmark_parity.py,258,"assert ""no "" in lowered or ""not "" in lowered",manual_review
assert runtime validation,tests/test_flowstar_benchmark_stage2_diagnostics.py,14,assert spec and spec.loader,manual_review
assert runtime validation,tests/test_flowstar_benchmark_stage2_diagnostics.py,41,,manual_review
assert runtime validation,tests/test_flowstar_benchmark_stage2_diagnostics.py,43,assert segments and attempts,manual_review
assert runtime validation,tests/test_flowstar_benchmark_stage2_diagnostics.py,44,"assert {row[""expression""] for row in breakdowns} >= {""x_sq"", ""x_sq_y"", ""rhs_y""}",manual_review
assert runtime validation,tests/test_flowstar_benchmark_stage2_diagnostics.py,45,"assert all(""total_remainder_width"" in row for row in breakdowns)",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,12,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,60,,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,62,"assert summary[""residual_comparison_stage_valid""] == ""unknown""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,63,"assert ""center"" not in summary[""first_lifecycle_stage_divergence""]",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,64,"assert ""center/scale"" in rows[1][""notes""]",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,73,,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,75,"assert summary[""first_lifecycle_stage_divergence""] == ""pre_step_box""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,76,"assert summary[""residual_comparison_stage_valid""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,77,"assert rows[1][""picard_residual_comparison""] == ""noncausal/stage-misaligned""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,86,,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,88,"assert summary[""reset_after_center_boxes_equal""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,89,"assert summary[""first_lifecycle_stage_divergence""] == ""reset_box_after_center_scale""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,90,"assert summary[""residual_comparison_stage_valid""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,99,,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,101,"assert rows[0].get(""picard_ctrunc_raw_residual_x_lo"", """") == """"",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,102,"assert rows[0].get(""picard_ctrunc_raw_residual_y_hi"", """") != 0",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,124,,manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,127,"assert ""Are Flow* and PyTorch pre_step boxes equal?"" in report",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,152,"assert ledger[0][""first_lifecycle_stage_divergence""] == ""unknown_missing_stage_fields""",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,153,"assert ""unknown_missing_stage_fields"" in report",manual_review
assert runtime validation,tests/test_flowstar_box_lifecycle_alignment_audit.py,171,assert required <= fields,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,27,assert refs,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,29,assert missing == [],manual_review
assert runtime validation,tests/test_flowstar_comparison.py,37,assert untracked == [],manual_review
assert runtime validation,tests/test_flowstar_comparison.py,45,assert (ROOT / rel).exists(),manual_review
assert runtime validation,tests/test_flowstar_comparison.py,46,assert rel in tracked,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,125,assert raw,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,127,"assert b""\x00"" not in raw",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,128,"assert b""\r"" not in raw",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,129,"assert raw.endswith(b""\n"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,132,assert header,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,133,assert rows,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,134,"assert set(header) >= expected[""required_columns""]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,135,"assert raw.count(b""\n"") == len(rows) + 1",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,137,"assert len(rows) == expected[""data_rows""]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,139,"assert sum(r.get(""tool"") == ""flowstar"" for r in rows) == expected[""flowstar_data_rows""]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,141,"assert sum(r.get(""tool"") == ""torch_tm_flowpipe"" for r in rows) >= expected[""min_torch_data_rows""]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,146,"assert b""\r"" not in raw",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,147,"assert raw.endswith(b""\n"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,151,assert len(table_lines) >= 3,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,152,"assert table_lines[0].startswith(""| setting | order |"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,153,"assert table_lines[1].startswith(""| --- | ---:"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,154,"assert table_lines[2].startswith(""| rem"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,155,"assert ""| --- |"" not in table_lines[0]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,156,"assert ""| rem"" not in table_lines[0]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,157,"assert ""| rem"" not in table_lines[1]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,158,"assert all(not line.startswith(""| | rem"") for line in table_lines)",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,160,"assert all(line.count(""|"") == pipe_count for line in table_lines if line.startswith(""| ""))",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,165,assert flowstar_count == 252,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,166,assert len(data_rows) == 252,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,167,assert len(data_rows) == flowstar_count,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,171,"assert ""width_ratio_torch_over_flowstar.png"" not in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,172,"assert ""torch_over_flowstar_width_ratio_by_order.png"" not in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,177,"assert '#include ""Continuous.h""' in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,178,"assert ""Variables vars"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,179,"assert 'int x_id = vars.declareVar(""x"");' in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,180,"assert 'int t_id = vars.declareVar(""t"");' in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,181,"assert 'ODE<Real> ode({""1 + x^2"", ""1""}, vars);' in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,182,"assert ""setting.setFixedStepsize(0.01, 4);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,183,"assert ""setting.setCutoffThreshold(1.0000000000000001e-15);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,184,"assert ""ode.reach(result, initialSet, 0.050000000000000003, setting, safeSet);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,185,"assert ""result.transformToTaylorModels(setting);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,186,"assert ""plot_2D_interval_GNUPLOT"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,192,"assert ""continuous reachability"" not in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,193,"assert ""Computational_Setting setting(vars);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,199,"assert ""continuous reachability"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,200,"assert ""fixed steps 0.01"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,201,"assert ""time 0.050000000000000003"" in text or ""time 0.05"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,202,"assert ""fixed orders 4"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,203,"assert ""x' = 1 + x^2"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,213,"assert parsed.status == ""parsed""",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,214,"assert parsed.final_box == {""x"": (0.5, 2.0), ""y"": (-2.0, 0.0)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,215,"assert parsed.flowpipe_box == {""x"": (0.0, 2.0), ""y"": (-2.0, 1.0)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,216,"assert widths(parsed.final_box, [""x"", ""y""]) == [1.5, 2.0]",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,229,"assert parsed.status == ""parsed""",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,230,assert parsed.endpoint_box == {},manual_review
assert runtime validation,tests/test_flowstar_comparison.py,231,"assert parsed.last_segment_box == {""x"": (0.2, 0.4)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,232,"assert parsed.tube_box == {""x"": (0.0, 0.4)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,233,"assert parsed.flowpipe_box == {""x"": (0.0, 0.4)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,234,"assert parsed.final_box == {""x"": (0.2, 0.4)}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,235,"assert ""Legacy compatibility alias"" in type(parsed).final_box.__doc__",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,236,"assert ""not an endpoint guarantee"" in type(parsed).final_box.__doc__",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,242,"assert ""setting.setCutoffThreshold(9.9999999999999998e-13);"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,243,"assert ""Interval(-9.9999999999999995e-07, 9.9999999999999995e-07)"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,253,assert _flowstar_internal_runtime(run) == 0.125,manual_review
assert runtime validation,tests/test_flowstar_comparison.py,267,"assert ""last_segment_width_sum"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,268,"assert ""flowstar_internal_reach_s"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,269,"assert ""loose"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,277,assert find_flowstar_root(str(root)) == root.resolve(),manual_review
assert runtime validation,tests/test_flowstar_comparison.py,278,assert find_flowstar_root(str(toolbox)) == root.resolve(),manual_review
assert runtime validation,tests/test_flowstar_comparison.py,293,"assert ""mean dep/range width"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,294,"assert ""0.5"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,295,"assert ""Torch over Flow*"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,317,"assert row[""status""] == ""skipped""",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,319,assert generated.exists(),manual_review
assert runtime validation,tests/test_flowstar_comparison.py,320,"assert ""ODE<Real> ode"" in generated.read_text(encoding=""utf-8"")",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,330,"assert ""van_der_pol_h0_01_s10_o4_t_x"" in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,331,"assert ""van_der_pol_h0_t_x"" not in text",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,345,"assert ""Flow* endpoint boxes were not available"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,346,"assert ""last-segment and tube boxes were parsed for 1 completed cases"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,347,"assert ""No parsed Flow* boxes"" not in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,348,"assert ""| toy | last_segment | dependency_preserving | loose |"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,349,"assert ""| toy | tube | dependency_preserving | loose |"" in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,350,"assert ""| toy | endpoint |"" not in md",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,383,"assert {r[""ratio_type""] for r in cases} == {""last_segment"", ""tube""}",manual_review
assert runtime validation,tests/test_flowstar_comparison.py,384,"assert all(r[""ratio_type""] != ""endpoint"" for r in cases)",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,11,assert report.exists(),manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,13,assert len(text.strip()) > 100,manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,14,"assert ""dependency_window_2_symbolic_o4_s4_q4"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,15,"assert ""range_only_o6_s4_baseline"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,16,"assert ""did not beat baseline"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,17,"assert ""reduced the local ordinary interval-remainder interaction"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,18,"assert ""diagnostic-only"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,19,"assert ""does not claim Flow* parity or a new full reachability algorithm"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,24,assert summary.exists(),manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,27,,manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,29,"assert any(row[""run_id""] == ""range_only_o6_s4_baseline"" and row[""symbolic_remainder""] == ""false"" for row in rows)",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,34,assert doc.exists(),manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,36,"assert ""Flow* original/generated parity succeeded"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,37,"assert ""symbolic remainder prototype did not beat baseline"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,38,"assert ""diagnostic-only"" in text",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,45,,manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,47,"assert ""symbolic remainders"" in normalized",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,48,"assert ""not part of the supported default api"" in normalized",manual_review
assert runtime validation,tests/test_flowstar_diagnostics_conclusion.py,57,assert claim not in normalized,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,9,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,51,,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,53,"assert summary[""first_endpoint_divergence""] == ""source_object_semantics""",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,54,"assert rows[1][""semantic_comparison_valid""] is False",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,65,,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,67,"assert summary[""first_endpoint_divergence""] == ""y_hi""",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,68,"assert rows[1][""y_hi_delta_vs_flowstar""] == 0.2999999999999998",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,73,,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,75,"assert row[""remainder_width""] == ""unknown""",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,76,"assert row[""dropped_terms_width""] != 0",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,77,"assert row[""remainder_width""] != 0",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,90,,manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,92,"assert ""no solver change"" in report",manual_review
assert runtime validation,tests/test_flowstar_endpoint_pre_center_source_audit.py,93,"assert ""noncausal"" in report",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,17,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,22,assert trace_spec is not None and trace_spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,90,,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,92,"assert ledger[""int_trunc_dropped_terms_y_hi""] == """"",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,93,"assert ledger[""int_trunc_dropped_terms_y_hi""] != 0",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,94,"assert ""flowstar.int_trunc_dropped_terms_y_hi"" in ledger[""missing_fields""]",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,95,"assert ""unknown, not zero"" in ledger[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,105,,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,107,"assert summary[""first_flowstar_internal_object_explaining_y_hi_delta""] == ""expression_evaluate_remainder_gap""",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,108,"assert summary[""cause_classification""] == ""expression evaluate_remainder / evaluated RHS remainder""",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,118,,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,120,"assert summary[""first_flowstar_internal_object_explaining_y_hi_delta""] == ""hidden_internal_intermediate_ranges_gap""",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,121,"assert ""AST_Node::evaluate NODE_VAR"" in summary[""exact_flowstar_internal_object_still_inaccessible""]",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,139,assert required.issubset(set(trace_compare.TRACE_FIELDS)),manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,165,,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,167,assert traced.status == baseline.status,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,168,assert traced.h == baseline.h,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,169,assert _box_tuple(traced.tm) == _box_tuple(baseline.tm),manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,170,assert _box_tuple(traced.final_tm) == _box_tuple(baseline.final_tm),manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,171,assert _box_tuple(traced.reset_tm) == _box_tuple(baseline.reset_tm),manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,193,,manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,196,"assert ""Flow* Source Inspection"" in report",manual_review
assert runtime validation,tests/test_flowstar_internal_intermediate_ranges_audit.py,197,"assert ""hidden_internal_intermediate_ranges_gap"" in report",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,10,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,34,assert residual_width_x < target_width_x,manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,35,"assert ledger[""subset_x""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,36,"assert ledger[""subset_y""] == ""true""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,37,"assert ledger[""failed_dim""] == ""x""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,52,,manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,54,"assert ledger[""subset_y""] == ""unknown""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,55,"assert ledger[""failed_dim""] == ""unknown""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,56,"assert ledger[""picard_no_remainder_x_lo""] == """"",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,57,"assert ledger[""picard_ctrunc_raw_y_hi""] == """"",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,58,"assert ledger[""polynomial_diff_x_lo""] == """"",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,59,"assert ledger[""cutoff_uncertainty_y_hi""] == """"",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,60,"assert ""missing picard_no_remainder endpoints"" in ledger[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,61,"assert ""missing picard_ctrunc_raw endpoints"" in ledger[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,62,"assert ledger[""picard_no_remainder_x_lo""] != 0",manual_review
